CODIGO_SUCURSAL|DESCRIPCION_SUCURSAL|CODIGO_ARTÍCULO|DESCRIPCION_ARTÍCULO|ESTADOS|UNIDAD_DE_MEDIDA_MINIMA|CANTIDAD_UNIDAD_MINIMA|UNIDAD_DE_MEDIDA_LOGISTICA|CANTIDAD_UNIDAD_LOGISTICA|COSTO_UNITARIO_UNIDAD_MINIMA|LOTE_PROVEEDOR|LOTE_SAP|FECHA_VENCIMIENTO|SISTEMA_ORIGEN|FECHA_ACTUALIZACION
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|96786|LORDINEX 10MG TAB  CAJ X 10|DISPONIBLE|TABLETA|40|CAJA|4|525,01|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|132450|TOALLA MUJER MINI DELGADA   TENA PAQ X 30 CONTROL OLOR|DISPONIBLE|PAQUETE|0|PAQUETE|0|23080,16|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|95310|ALBENDAZOL 200MG TAB REC  CAJ X 2 AMER GEN|DISPONIBLE|TABLETA|0|CAJA|0|793,9|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|392503|PASTA DENTIFRICA CPC PROTECT   VITIS TUB X 100ML    MENTA|DISPONIBLE|TUBO|4|TUBO|4|14339,92|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|98945|PROTECTORES DIARIOS DUO P/ESP   KOTEX CAJ X 180|DISPONIBLE|PIEZA|360|CAJA|2|98,58|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|166535|DERMO ACONDICIONADOR   HEAD AND SHOULDERS TUB X 300ML HIDRATACION ACEITE DE COCO|DISPONIBLE|TUBO|4|TUBO|4|15902,32|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|534638|AGUA POTABLE    FCO X 500ML CHUPO|DISPONIBLE|FRASCO|1|FRASCO|1|2929,05|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|546063|BLUMA     FCO X 60 15 a 30°C|DISPONIBLE|FRASCO|4|FRASCO|4|35525|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|21844|NEOSALDINA (30+300+30)MG TAB REC  CAJ X 100|DISPONIBLE|TABLETA|232|CAJA|2,32|1256,62|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|549455|DORALIV NINOS 100MG/5ML(2%) SUSP ORAL  FCO X 120ML  FRESA|DISPONIBLE|FRASCO|10|FRASCO|10|18896|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|18834|ISODINE BUCOFARINGEO 8% SOL BUC  FCO X 120ML|DISPONIBLE|FRASCO|3|FRASCO|3|20648,41|null|null|null|BOPOS|4/10/2023 8:44:24 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|297993|MICELLAR WATER   SKINACADEMY FCO X 200ML 3 IN 1|DISPONIBLE|FRASCO|2|FRASCO|2|8489,85|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|540301|GLAUCODINA 2MG/ML(0.2%) SOL OFT INST FCO X 5ML|DISPONIBLE|FRASCO|0|FRASCO|0|9000|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|110918|MAQ MUJER VENUS DESECH OCEANA   GILLETTE SOB X 2|DISPONIBLE|SOBRE|3|SOBRE|3|16855,58|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|546934|DICLOFENACO+TRAMADOL (25+25)MG TAB  CAJ X 20 MK|DISPONIBLE|TABLETA|20|CAJA|1|1473,7|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|116796|HUMENAS 6.5MG/ML(0.65%) SOL NAS  FCO X 30ML|DISPONIBLE|FRASCO|1|FRASCO|1|29769,05|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|392695|NEOBIOTIC  SUSP ORAL  FCO X 8ML|DISPONIBLE|FRASCO|3|FRASCO|3|81375|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|117848|HIDRAPLUS CON ZINC 75MEQ(Na)/L SOL ORAL  FCO X 400ML  COCO|DISPONIBLE|FRASCO|0|FRASCO|0|7122,94|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|108493|KLEENEX BOLSILLO PAQ 3 LLEV 4    PAQ X 1|INCONSIST|PAQUETE|0|PAQUETE|0|3481,7|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|147218|CYCLOFEMINA (5+25)MG/0.5ML((10+50)MG/ML) SOL INY  CAJ X 1AMP|DISPONIBLE|AMPOLLA|3|AMPOLLA|3|17807,57|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|144104|FOLICO ACIDO 1MG TAB  CAJ X 60 ECAR|DISPONIBLE|TABLETA|120|CAJA|2|95,77|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|388847|TRAVAD ORAL (60+160)MG/ML(6+16)% SOL ORAL  FCO X 133ML  LIMON|DISPONIBLE|FRASCO|6|FRASCO|6|20637,79|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|38573|REPUESTO/MACH3   GILLETTE CAJ X 2|DISPONIBLE|PIEZA|6|CAJA|3|8626,22|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|525071|CEPILLO INTERDENTAL MENTA COMFORT FLEX PAQ X 32 SOFT-PICKS|DISPONIBLE|PIEZA|32|PAQUETE|1|491,8|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|111067|GASEOSA COCACOLA FCO X 400ML|DISPONIBLE|FRASCO|-4|FRASCO|-4|1883,99|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|97049|MYLANTA DOS (400+400+30)MG/5ML(8+8+0.6)% SUSP ORAL  FCO X 240ML  MENTA|DISPONIBLE|FRASCO|3|FRASCO|3|41689,47|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|158647|SAL DE FRUTAS LUA 2.83GR/SOB POLV EFERV  CAJ X 26SOB X 5GR  ORIGINAL|DISPONIBLE|SOBRE|65|CAJA|2,5|1977,08|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|55497|DOXICLAT 100MG TAB  CAJ X 20|DISPONIBLE|TABLETA|120|CAJA|6|2333,74|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|403345|ELECTROLIT 30MEQ(NA)/L SOL ORAL  FCO X 625ML  MORA AZUL|DISPONIBLE|FRASCO|0|FRASCO|0|5983,88|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|104160|PANAL INCONTINENCIA TENA SLIP   TENA PAQ X 1  TALLA L|DISPONIBLE|PAQUETE|2|PAQUETE|2|3788,87|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|147339|CLOTRIMAZOL 1% CREM TOP  TUB X 40GR MEMPHIS|DISPONIBLE|TUBO|5|TUBO|5|8805,29|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|547295|CHAPSTICK     TUB X 4GR 15 a 30°C|DISPONIBLE|TUBO|0|TUBO|0|11108|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|147039|JABON ANTIBACTERIAL   PROTEX BAR X 120GR   VITAME|DISPONIBLE|BARRA|0|BARRA|0|2289,59|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|139629|PRUEBA EMBARAZO DIGITAL CB9 CAJ X 1 CLEARBLUE|DISPONIBLE|CAJA|3|CAJA|3|29469,27|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|130741|METAMUCIL 56.19GR/100GR POLV SUSP ORAL  FCO X 174GR  NARANJA|DISPONIBLE|FRASCO|3|FRASCO|3|50799,2|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|166069|ANTHELIOS DERMO PEDIATRICS   LA ROCHE-POSAY FCO X 250ML FPS 50+|DISPONIBLE|FRASCO|0|FRASCO|0|146094,66|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|120020|PROBIOTICS FORMULA 400MG CAP  FCO X 100|DISPONIBLE|FRASCO|2|FRASCO|2|44253,88|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|164635|CEPILLO DENTAL ENCIAS CAJ X 1 VITIS|DISPONIBLE|CAJA|3|CAJA|3|10907,61|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|137776|NOXPIRIN QUICKGELS (500+30+5+10)MG CAP BLAND  CAJ X 10|DISPONIBLE|CAPSULA|30|CAJA|3|1463,96|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|20228|DITOPAX (1625+284+83)MG/5ML(32.5+5.7+1 SUSP ORAL  FCO X 360ML|DISPONIBLE|FRASCO|0|FRASCO|0|30080,61|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|125847|CEPILLOS INTERPROXIMALES PLUS MINI SOB X 6 INTERPROX   AMARILLO|DISPONIBLE|SOBRE|3|SOBRE|3|17856,99|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|288478|DESODORANTE MINERAL ROLL-ON   VICHY FCO X 50ML 48H|DISPONIBLE|FRASCO|3|FRASCO|3|37668,75|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|30732|EMULSION DE SCOTT (26625+2662.5)UI/100ML EMUL ORAL  FCO X 180ML|DISPONIBLE|FRASCO|0|FRASCO|0|9961,12|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|168771|RELVAR ELLIPTA (200+25)MCG/DOSIS POLV INH ORAL  FCO X 30DOSIS|DISPONIBLE|FRASCO|0|FRASCO|0|119326,55|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|149313|CEPILLO ELECTRICO   ORAL B PAQ X 1 VITALITY 100|DISPONIBLE|PAQUETE|1|PAQUETE|1|99513|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|169634|SYNDET GEL PH5   EUCERIN FCO X 400ML PIEL SECA Y SENSIBLE|INCONSIST|FRASCO|0|FRASCO|0|66070|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|141569|ACETAMINOFEN 100MG/ML(10%) SOL ORAL  FCO X 30ML GENFAR KIDS FRUTOS ROJOS|DISPONIBLE|FRASCO|1|FRASCO|1|7275,8|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|164637|CEPILLO DENTAL ORTHODONTIC CAJ X 1 VITIS|DISPONIBLE|CAJA|2|CAJA|2|11866,85|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|162833|PROMO SPRAY PIES GTIS FCOX50ML   YODORA MUJER PAQ X 1 MAXIMA PROTECCION|DISPONIBLE|PAQUETE|0|PAQUETE|0|11312,95|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|101274|CLORURO SODIO 0.45% SOL INY  BOL X 500ML CORPAUL|DISPONIBLE|BOLSA|0|BOLSA|0|2125,3|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|162797|FLAWLESS RADIANCE DERMA + BB +   PONDS TUB X 25ML FPS 30PA++  BEIGE|DISPONIBLE|TUBO|2|TUBO|2|29554,63|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|71819|LEUKOPLAST  ROL   1/2PULG X 5 YARDAS|DISPONIBLE|ROLLO|2|ROLLO|2|6172,6|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|57740|ENALAPRIL 5MG TAB  CAJ X 30 AMER GEN|DISPONIBLE|TABLETA|210|CAJA|7|149,21|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|131772|DOLEX FORTE NF (500+65)MG TAB REC  CAJ X 48|DISPONIBLE|TABLETA|216|CAJA|4,5|1246,7|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|164919|COLESTIR (20+10)MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|4314,31|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|398336|LEVEVITAE 500MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|90|CAJA|3|1078,37|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|143493|SIMETIL (200+200+20)MG/5ML(4+4+0.4)% SUSP ORAL  FCO X 360ML  FRAMBUESA|DISPONIBLE|FRASCO|3|FRASCO|3|10338,84|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|104446|MANGO INTERDENTAL+ESTUCHE  CAJ X 1 CURAPROX|DISPONIBLE|CAJA|2|CAJA|2|26570,58|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|106152|CEPILLO DENTAL MEDIO COMPLETE ANTIBACTERIAL SOB X 1 ORAL B|DISPONIBLE|SOBRE|6|SOBRE|6|5067,02|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|543399|ISOFLAVONAS  CAP NATURCOL FCO X 100 VITA C B12 D3 ACI FOLI HIE ZIN|DISPONIBLE|FRASCO|7|FRASCO|7|37900|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|545039|EUCERIN PH5   PANTENE PRO V MIRACLES TUB X 200ML LIGHT|DISPONIBLE|TUBO|3|TUBO|3|58350|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|403120|SHAMPOO   ECOTU FCO X 400ML|DISPONIBLE|FRASCO|0|FRASCO|0|28831,3|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|498815|GAFAS DE LECTURA V-POLAK   BRIGHTLOOK UND REF VP20-04 BLACK GREEN|DISPONIBLE|PIEZA|1|PIEZA|1|25000|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|168285|ACIZAN 1000MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|1684,21|null|null|null|BOPOS|4/10/2023 8:44:27 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|133010|DULCES MENTOL, MIEL Y PROPOLEO    CAJ X 24SOBX5 FLUMIEL LYPTUS   NARANJA MIEL|DISPONIBLE|PIEZA|730|CAJA|6,08|188,63|null|null|null|BOPOS|4/10/2023 8:44:28 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|532566|LIFTACTIV SUPREME   VICHY FCO X 20ML VITAMIN C SERUM|DISPONIBLE|FRASCO|3|FRASCO|3|123731,07|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|40181|JAB LIQ BACTERION ANTIBACT    FCO X 300ML|DISPONIBLE|FRASCO|4|FRASCO|4|6525,43|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|528284|GUMMY FORT ZINK  GOMA MAST  FCO X 60 X200GR ZINC VITAMINA C SIN AZUCAR   FRUTOS ROJOS|DISPONIBLE|FRASCO|0|FRASCO|0|27161,36|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|528409|ANTHELIOS PIGMENT CORRECT   LA ROCHE POSAY FCO X 50ML SPF50+ LIGHT|DISPONIBLE|FRASCO|3|FRASCO|3|71675,81|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|260105|EFFACLAR DUO    TUB X 40ML ANTI IMPERFECCIONES|DISPONIBLE|TUBO|3|TUBO|3|87369,58|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|98424|SACRUSYT 100MCG/DOSIS SUSP INH ORAL  CAJ X 1FCO X 200DOSIS|DISPONIBLE|FRASCO|5|FRASCO|5|9122,19|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|131342|PROTECTORES FOR MEN   TENA PAQ X 20|DISPONIBLE|PIEZA|40|PAQUETE|2|1668,15|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|128973|OPTIVE FUSION (5+9+1)MG/ML(0.5+0.9+0.1)% SOL OFT  FCO X 15ML|DISPONIBLE|FRASCO|2|FRASCO|2|58485,11|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|21321|LAMISIL 1% CREM TOP  TUB X 15GR|DISPONIBLE|TUBO|1|TUBO|1|31776,99|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|544153|LIFTACTIV RETINOL   VICHY FCO X 30ML SERUM ARRUGAS PROFUNDAS|DISPONIBLE|FRASCO|0|FRASCO|0|138176|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|113422|SYSTANE (0.4+0.3)% GEL OFT  FCO X 10ML|DISPONIBLE|FRASCO|3|FRASCO|3|49226,04|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|106979|RINOSAL 0.05% SUSP NAS  FCO X 140DOSIS|DISPONIBLE|FRASCO|3|FRASCO|3|85574,37|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|291154|PROMO TOALLITAS DESMAQUILLANTE   SPRING NATURAL PAQ X 1 TODO TIPO DE PIEL|DISPONIBLE|PAQUETE|0|PAQUETE|0|7123,85|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|526727|TAPABOCAS AZUL  CAJA X 50|DISPONIBLE|PIEZA|100|CAJA|2|295,19|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|63689|VOLTAREN 1% GEL TOP  TUB X 60GR|DISPONIBLE|TUBO|4|TUBO|4|48092,71|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|526509|CALCIO + VITAMINA D3 1200MG + 400UI CAP BLAND  FCO X 30|DISPONIBLE|CAPSULA|90|FRASCO|3|1003,05|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|117878|ADELLA (2+0.03)MG TAB REC  CAJ X 21|DISPONIBLE|TABLETA|21|CAJA|1|1051,49|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|59182|EXFORGE (5+160)MG TAB REC  CAJ X 28|DISPONIBLE|TABLETA|0|CAJA|0|1518,7|null|null|null|BOPOS|4/10/2023 8:44:26 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|106917|DTE BARRA CLEAN COMFORT   DOVE MEN+CARE POT X 50GR|DISPONIBLE|POTE|0|POTE|0|12194,98|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|386111|BIOFLOR  POLV SOL ORAL PROCAPS CAJ X 10SOB X 3GR|DISPONIBLE|SOBRE|40|CAJA|4|5235,21|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|114830|PANAL +20TOALLITAS HUM   WINNY SENS GOLD PAQ X 50|DISPONIBLE|PAQUETE|3|PAQUETE|3|25296,93|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|42520|ESPM DE AFEITAR (AV MOUSSE AR)   AVENE FCO X 200ML REF P115543|DISPONIBLE|FRASCO|3|FRASCO|3|62307,06|null|null|null|BOPOS|4/10/2023 8:44:30 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|98823|JAB LIQ P/MANOS HIDRAT ANTIBAC   BACTERION BOL X 500ML VAINILLA COCO|DISPONIBLE|FRASCO|3|FRASCO|3|5546,84|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|542522|CERROKAST 10MG TAB MAST  CAJ X 90|DISPONIBLE|TABLETA|90|CAJA|1|1019,17|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|116798|DIOSMIT 3GR/SOB POLV SUSP ORAL  CAJ X 6SOB|DISPONIBLE|SOBRE|18|CAJA|3|4004,4|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|42973|LECHE DE MAGNESIA ORIGINAL 425MG/5ML(8.5%) SUSP ORAL  FCO X 120ML MK|DISPONIBLE|FRASCO|5|FRASCO|5|5428,87|null|null|null|BOPOS|4/10/2023 8:44:30 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|387481|CREMA ANTI EDAD PREVENTIVA   PONDS POT X 50GR AGE MIRACLE +30ANOS|DISPONIBLE|POTE|3|POTE|3|35600,07|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|21458|PARACODINA 12.1MG/5ML(0.242%) JBE  FCO X 120ML|DISPONIBLE|CAJA_INDIVIDUAL|0|CAJA_INDIVIDUAL|0|20768,71|null|null|null|BOPOS|4/10/2023 8:44:30 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|136251|TOALLAS FEMENINAS CON ALAS   STAYFREE PAQ X 10 NORMAL|DISPONIBLE|PIEZA|0|PAQUETE|0|369,03|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|82868|DOLEX AVANZADO 500MG TAB REC  CAJ X 16|DISPONIBLE|TABLETA|64|CAJA|4|860,34|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|110479|HIDRAT SEBIUM HYDRA PIEL GRASA    FCO X 40ML|DISPONIBLE|FRASCO|2|FRASCO|2|73548,35|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|113483|CHAPSTICK HIDRATACION TOTAL    SOB X 1|DISPONIBLE|SOBRE|2|SOBRE|2|12228,63|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|64378|NAN PRO 1    LAT X 400GR|DISPONIBLE|LATA|2|LATA|2|55943,55|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|102884|PROTECTOR SOLAR   PHOTODERM KID FCO X 100ML|DISPONIBLE|FRASCO|0|FRASCO|0|70043,27|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
227|227_CRUZ_VERDE_GRAN_PLAZA_ALCARAVAN|528022|PHOTODERM MAX FLUIDE   BIODERMA TUB X 40ML SPF 100  CLARO|DISPONIBLE|TUBO|2|TUBO|2|72987,22|null|null|null|BOPOS|4/10/2023 8:44:29 a. m.|
